name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,exactmw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumBridgeheadAtoms,NumAtomStereoCenters,CrippenClogP
SUPROFEN,CHEMBL956,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,1985,Anti-Inflammatory,Small molecule,True,True,False,False,False,False,True,False,260.050715244,3.0,1.0,4.0,0.0,0.14285714285714285,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.167200000000001
BENZNIDAZOLE,CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,2017,,Small molecule,False,True,False,False,False,False,False,True,260.090940244,7.0,1.0,5.0,1.0,0.16666666666666666,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1077
CARISOPRODOL,CHEMBL1233,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,1959,Relaxant (skeletal muscle),Small molecule,True,True,False,False,False,False,False,True,260.173607248,6.0,3.0,7.0,2.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0227
ROPINIROLE,CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,1997,ROPINIROLE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,260.188863388,3.0,1.0,7.0,1.0,0.5625,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.845700000000001
OXYMETAZOLINE,CHEMBL762,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,1986,OXYMETAZOLINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,260.188863388,3.0,2.0,2.0,0.0,0.5625,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.850740000000001
TOLFENAMIC ACID,CHEMBL121626,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,not found,,Small molecule,False,True,False,False,False,True,False,True,261.055656304,3.0,2.0,3.0,0.0,0.07142857142857142,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.090220000000002
PHENINDAMINE,CHEMBL278398,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,2018,PHENINDAMINE TARTRATE,Small molecule,False,True,False,False,False,False,False,False,261.151749608,1.0,0.0,1.0,0.0,0.2631578947368421,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.9212000000000033
HEXYLCAINE,CHEMBL1197,CC(CNC1CCCCC1)OC(=O)c1ccccc1,1982,HEXYLCAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,261.172878976,3.0,1.0,5.0,0.0,0.5625,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.154200000000002
CINOXACIN,CHEMBL1208,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1980,Antibacterial,Small molecule,False,True,False,False,False,False,False,True,262.05897142000003,7.0,1.0,2.0,0.0,0.25,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.8432999999999997
METHOHEXITAL,CHEMBL7413,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1960,METHOHEXITAL SODIUM,Small molecule,False,True,False,False,False,True,False,False,262.131742436,5.0,1.0,3.0,4.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.3066
TICLOPIDINE,CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,1991,TICLOPIDINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,263.053548128,1.0,0.0,2.0,0.0,0.2857142857142857,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.959800000000002
GEMCITABINE,CHEMBL888,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,1996,GEMCITABINE HYDROCHLORIDE,Small molecule,False,True,False,False,True,True,False,False,263.071762272,7.0,4.0,2.0,0.0,0.5555555555555556,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,-1.2886
NORTRIPTYLINE,CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,1964,NORTRIPTYLINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,263.167399672,1.0,1.0,3.0,0.0,0.2631578947368421,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.826400000000003
PROTRIPTYLINE,CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,1967,PROTRIPTYLINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,263.167399672,1.0,1.0,4.0,0.0,0.2631578947368421,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.301900000000003
DESVENLAFAXINE,CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,2008,DESVENLAFAXINE SUCCINATE,Small molecule,False,True,False,False,False,False,False,True,263.18852904,3.0,2.0,4.0,0.0,0.625,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.7326000000000006
TRAMADOL,CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,1995,TRAMADOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,263.18852904,3.0,1.0,4.0,0.0,0.625,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.6346000000000007
LISDEXAMFETAMINE,CHEMBL1201222,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,2007,LISDEXAMFETAMINE DIMESYLATE,Small molecule,False,True,False,False,False,False,False,True,263.19976242,4.0,5.0,8.0,1.0,0.5333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1901
SULFAMERAZINE,CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,1982,Antibacterial,Small molecule,False,True,False,False,False,False,False,True,264.068096624,6.0,3.0,3.0,0.0,0.09090909090909091,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.16802
SULFIRAM,CHEMBL2004297,CCN(CC)C(=S)SC(=S)N(CC)CC,not found,,Small molecule,False,True,False,False,False,False,False,False,264.07886164,2.0,0.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9730000000000016
VORINOSTAT,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,2006,,Small molecule,False,True,False,False,False,False,False,True,264.1473925,5.0,3.0,8.0,2.0,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4711
MIANSERIN,CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,9999,MIANSERIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,264.16264864,2.0,0.0,0.0,0.0,0.3333333333333333,4.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0839000000000016
TETRACAINE,CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,2005,TETRACAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,264.183778008,4.0,1.0,8.0,0.0,0.5333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.617000000000001
AVIBACTAM,CHEMBL1689063,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,2015,AVIBACTAM SODIUM,Small molecule,False,True,False,False,False,True,False,False,265.03685607200003,9.0,3.0,3.0,3.0,0.7142857142857143,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,-1.5252999999999983
ALBENDAZOLE,CHEMBL1483,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1996,Anthelmintic,Small molecule,False,True,False,False,False,False,False,True,265.08849772,5.0,2.0,4.0,1.0,0.3333333333333333,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.2433000000000005
STREPTOZOCIN,CHEMBL1651906,CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,1982,Antineoplastic,Small molecule,False,True,False,False,True,True,False,False,265.09099982000004,10.0,5.0,3.0,2.0,0.875,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,-2.8909
ANTAZOLINE,CHEMBL1305,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,1990,ANTAZOLINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,265.157897608,3.0,1.0,5.0,0.0,0.23529411764705882,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6949000000000014
MIRTAZAPINE,CHEMBL654,CN1CCN2c3ncccc3Cc3ccccc3C2C1,1996,Antidepressant,Small molecule,False,True,False,False,False,False,False,True,265.157897608,3.0,0.0,0.0,0.0,0.35294117647058826,4.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,2.4789000000000003
OXPRENOLOL,CHEMBL546,C=CCOc1ccccc1OCC(O)CNC(C)C,1983,OXPRENOLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,265.167793596,4.0,2.0,9.0,0.0,0.4666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9890999999999999
NEVIRAPINE,CHEMBL57,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1996,Antiviral,Small molecule,False,True,False,False,False,False,False,True,266.116761068,5.0,1.0,1.0,1.0,0.26666666666666666,4.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,2.6512200000000004
DIENESTROL,CHEMBL1018,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,1947,Estrogen,Small molecule,False,True,False,False,False,False,True,False,266.130679816,2.0,2.0,3.0,0.0,0.1111111111111111,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.604600000000004
TRIMETAZIDINE,CHEMBL203266,COc1ccc(CN2CCNCC2)c(OC)c1OC,not found,,Small molecule,False,True,False,False,False,False,False,True,266.163042564,5.0,1.0,5.0,0.0,0.5714285714285714,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.1176
ATENOLOL,CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1981,Anti-Adrenergic (beta-receptor),Small molecule,False,True,False,False,False,True,False,True,266.163042564,5.0,4.0,8.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45210000000000006
PRACTOLOL,CHEMBL6995,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,not found,Anti-Adrenergic (beta-receptor),Small molecule,True,True,False,False,False,False,False,False,266.163042564,5.0,3.0,7.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3826999999999992
DESIPRAMINE,CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,1964,DESIPRAMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,266.178298704,2.0,1.0,4.0,0.0,0.3333333333333333,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.5328000000000026
CYCLIZINE,CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1954,CYCLIZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,266.178298704,2.0,0.0,3.0,0.0,0.3333333333333333,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0234000000000014
CENOBAMATE,CHEMBL3989949,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,2020,,Small molecule,False,True,False,False,False,False,False,True,267.05230223999996,7.0,2.0,4.0,1.0,0.2,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.1630999999999994
SULFISOXAZOLE,CHEMBL453,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1971,SULFISOXAZOLE DIOLAMINE,Small molecule,False,True,False,False,False,True,True,True,267.067762276,6.0,3.0,3.0,0.0,0.18181818181818182,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.67444
ZIDOVUDINE,CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1987,Antiviral,Small molecule,False,True,False,False,True,True,False,True,267.096753896,9.0,2.0,3.0,0.0,0.6,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,-0.19628000000000012
VIDARABINE,CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1976,Antiviral,Small molecule,False,True,False,False,True,True,True,False,267.096753896,9.0,5.0,2.0,0.0,0.5,3.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,-1.9800000000000006
ADENOSINE,CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1989,Cardiac Depressant (anti-arrhythmic),Small molecule,False,True,False,False,True,True,False,False,267.096753896,9.0,5.0,2.0,0.0,0.5,3.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,-1.9800000000000006
APOMORPHINE,CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,2004,APOMORPHINE HYDROCHLORIDE,Small molecule,False,True,False,False,True,True,False,False,267.125928784,3.0,2.0,0.0,0.0,0.29411764705882354,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.8499000000000025
METOPROLOL,CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,1978,METOPROLOL SUCCINATE,Small molecule,False,True,False,False,False,True,False,True,267.18344366,4.0,2.0,9.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6132
CEDAZURIDINE,CHEMBL3237547,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,2020,,Small molecule,False,True,False,False,False,False,False,True,268.08707798800003,7.0,4.0,2.0,2.0,0.8888888888888888,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,-1.5664999999999996
MOCLOBEMIDE,CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,not found,Antidepressant,Small molecule,False,True,False,False,False,False,False,True,268.097855464,4.0,1.0,4.0,1.0,0.46153846153846156,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.4020000000000006
RAZOXANE,CHEMBL444186,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1995.0,Cardiomyopathy,Small molecule,False,True,False,False,False,True,False,False,268.117154992,8.0,2.0,3.0,4.0,0.6363636363636364,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,-2.708299999999996
PENTOSTATIN,CHEMBL1580,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,1991,Potentiator,Small molecule,False,True,False,False,False,True,False,False,268.117154992,8.0,4.0,2.0,0.0,0.6363636363636364,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,4.0,-1.1798000000000006
DIETHYLSTILBESTROL,CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1973,Estrogen,Small molecule,False,True,False,False,False,True,True,True,268.14632988,2.0,2.0,4.0,0.0,0.2222222222222222,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.828600000000005
RIZATRIPTAN,CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1998,RIZATRIPTAN BENZOATE,Small molecule,False,True,False,False,False,False,False,True,269.164045608,5.0,1.0,5.0,0.0,0.3333333333333333,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.9118000000000002
ORPHENADRINE,CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,1957,ORPHENADRINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,269.177964356,2.0,0.0,6.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.662620000000003
SULFAMETHIZOLE,CHEMBL1191,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1953,Antibacterial,Small molecule,False,True,False,False,False,False,False,True,270.02451756,6.0,3.0,3.0,0.0,0.1111111111111111,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.2295199999999997
TERIFLUNOMIDE,CHEMBL973,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,2012,,Small molecule,False,True,False,False,False,False,False,True,270.061612188,4.0,2.0,2.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99948
LEFLUNOMIDE,CHEMBL960,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,1998,,Small molecule,False,True,False,False,False,False,False,True,270.061612188,4.0,1.0,2.0,1.0,0.16666666666666666,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.2541200000000012
MEDAZEPAM,CHEMBL28333,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,not found,Tranquilizer (minor),Small molecule,False,True,False,False,False,False,False,True,270.09237616,2.0,0.0,1.0,0.0,0.1875,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.627200000000003
CHLOROPROCAINE,CHEMBL1179047,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,1955,CHLOROPROCAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,270.113505528,4.0,2.0,6.0,0.0,0.46153846153846156,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4208
ESTRONE,CHEMBL1405,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,1979,Estrogen,Small molecule,False,True,False,False,True,True,False,False,270.161979944,2.0,1.0,0.0,0.0,0.6111111111111112,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,3.817400000000002
DOXYLAMINE,CHEMBL1004,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,1948,DOXYLAMINE SUCCINATE,Small molecule,False,True,False,False,False,False,False,True,270.173213324,3.0,0.0,6.0,0.0,0.35294117647058826,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.923300000000001
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,1982,DEXTROMETHORPHAN HYDROBROMIDE,Small molecule,False,True,False,False,False,False,False,True,271.19361442,2.0,0.0,1.0,0.0,0.6666666666666666,4.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,3.3834000000000026
ZOLEDRONIC ACID,CHEMBL924,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,2001,"Bone Resorption Inhibitor; Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct,Osteoporosis Therapy Adjunct; Bone Resorption Inhibitor",Small molecule,False,True,False,False,False,True,False,False,271.99632392,9.0,5.0,4.0,0.0,0.4,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.1154000000000002
SOTALOL,CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1992,SOTALOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,272.1194635,5.0,3.0,6.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0895000000000001
ESTRADIOL,CHEMBL135,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1975,Estrogen,Small molecule,False,True,False,False,True,False,True,True,272.177630008,2.0,2.0,0.0,0.0,0.6666666666666666,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,3.6092000000000026
CHLORMEZANONE,CHEMBL1200714,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1960,,Small molecule,True,True,False,False,False,False,False,True,273.022641924,4.0,0.0,1.0,1.0,0.36363636363636365,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.6155000000000002
CARPROFEN,CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,1987,Anti-Inflammatory,Small molecule,False,True,False,False,False,False,False,True,273.05565630399997,3.0,2.0,2.0,0.0,0.13333333333333333,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.162600000000002
TOLCAPONE,CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1998,Antiparkinsonian,Small molecule,True,True,False,False,False,False,False,True,273.06372245200004,6.0,2.0,3.0,0.0,0.07142857142857142,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.545420000000002
POMALIDOMIDE,CHEMBL43452,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,2013,,Small molecule,False,True,False,False,False,False,False,True,273.074955832,7.0,3.0,1.0,4.0,0.23076923076923078,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,-0.3299999999999998
ARMODAFINIL,CHEMBL1201192,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,2007,,Small molecule,False,True,False,False,False,False,False,True,273.08234972,3.0,2.0,5.0,1.0,0.13333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.01
MODAFINIL,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1998,Analeptic (treatment of narcolepsy hypersomnia),Small molecule,False,True,False,False,False,False,False,True,273.08234972,3.0,2.0,5.0,1.0,0.13333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.01
MAVACAMTEN,CHEMBL4297517,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,2022,,Small molecule,False,True,False,False,True,False,False,True,273.147726848,5.0,2.0,4.0,0.0,0.3333333333333333,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.2906
DEXCHLORPHENIRAMINE,CHEMBL1201353,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,1981,DEXCHLORPHENIRAMINE MALEATE,Small molecule,False,True,False,False,False,False,False,True,274.123676288,2.0,0.0,5.0,0.0,0.3125,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.8186000000000027
CHLORPHENIRAMINE,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1950,CHLORPHENIRAMINE MALEATE,Small molecule,False,True,False,False,False,True,False,True,274.123676288,2.0,0.0,5.0,0.0,0.3125,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.8186000000000027
ROPIVACAINE,CHEMBL1077896,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,1996,ROPIVACAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,274.204513452,3.0,1.0,4.0,1.0,0.5882352941176471,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.5064400000000013
ACETARSONE,CHEMBL1330792,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,not found,,Small molecule,True,True,False,False,False,False,False,False,274.97749392000003,6.0,4.0,2.0,1.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0884000000000005
NIFUROXAZIDE,CHEMBL244888,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,not found,,Small molecule,False,True,False,False,False,False,False,True,275.05422038800003,8.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6573
HOMATROPINE,CHEMBL1618018,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,2016,HOMATROPINE HYDROBROMIDE,Small molecule,False,True,False,False,False,False,True,False,275.152143532,4.0,1.0,3.0,0.0,0.5625,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,1.8883999999999996
PHYSOSTIGMINE,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,9999,PHYSOSTIGMINE SALICYLATE,Small molecule,False,True,False,False,False,False,False,False,275.163376912,5.0,1.0,1.0,1.0,0.5333333333333333,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.7739
CYCLOBENZAPRINE,CHEMBL669,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,1977,CYCLOBENZAPRINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,275.167399672,1.0,0.0,3.0,0.0,0.2,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.553800000000004
CHLORPROPAMIDE,CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1958,Antidiabetic,Small molecule,False,True,False,False,False,False,False,True,276.033540956,5.0,2.0,4.0,2.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7379
SULFABENZAMIDE,CHEMBL1243,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,1945,Antibacterial,Small molecule,False,True,False,False,False,False,True,False,276.056863244,5.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3875
FLUTAMIDE,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1989,,Small molecule,False,True,False,False,False,False,False,True,276.07217687200006,5.0,1.0,3.0,1.0,0.36363636363636365,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2081000000000017
CLENBUTEROL,CHEMBL49080,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,not found,,Small molecule,False,True,False,False,False,False,False,True,276.07961855599996,3.0,4.0,3.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9971000000000005
MEBHYDROLIN,CHEMBL1625607,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,not found,,Small molecule,False,True,False,False,False,False,False,True,276.16264864,2.0,0.0,2.0,0.0,0.2631578947368421,4.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,3.677500000000003
CYCLANDELATE,CHEMBL1480987,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,not found,,Small molecule,False,True,False,False,False,False,False,True,276.172544628,3.0,1.0,3.0,0.0,0.5882352941176471,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4780000000000024
MOLINDONE,CHEMBL460,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1974,MOLINDONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,276.183778008,4.0,1.0,3.0,0.0,0.6875,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.96282
ETIDOCAINE,CHEMBL492,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,1976,ETIDOCAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,276.220163516,3.0,1.0,7.0,1.0,0.5882352941176471,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7524400000000018
