name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,oral,parenteral,topical
BRIMONIDINE,CHEMBL844,Brc1c(NC2=NCCN2)ccc2nccnc12,1996,BRIMONIDINE TARTRATE,Small molecule,False,True,False,False,False,False,False,True
LEVOBUNOLOL,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,1985,LEVOBUNOLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
CYCLOPENTOLATE,CHEMBL1201338,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,1974,CYCLOPENTOLATE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
TERBINAFINE,CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,1992,TERBINAFINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True
PENBUTOLOL,CHEMBL1290,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,1987,PENBUTOLOL SULFATE,Small molecule,False,True,False,False,False,True,False,False
EDETATE DISODIUM,CHEMBL3989507,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,1953,EDETATE CALCIUM DISODIUM,Small molecule,False,True,False,False,False,True,True,False
CARTEOLOL,CHEMBL839,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,1988,CARTEOLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True
DIMETHINDENE,CHEMBL22108,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,9999,DIMETHINDENE MALEATE,Small molecule,False,True,False,False,False,True,False,True
LUMIRACOXIB,CHEMBL404108,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,not found,,Small molecule,True,True,False,False,False,True,False,False
OXAPROZIN,CHEMBL1071,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1992,OXAPROZIN POTASSIUM,Small molecule,False,True,False,False,False,True,False,False
ONDANSETRON,CHEMBL46,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,1991,ONDANSETRON HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
ANASTROZOLE,CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,1995,Antineoplastic,Small molecule,False,True,False,False,False,True,False,False
PRAMOXINE,CHEMBL1198,CCCCOc1ccc(OCCCN2CCOCC2)cc1,1976,PRAMOXINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
BUTRIPTYLINE,CHEMBL2110816,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,not found,Antidepressant,Small molecule,False,True,False,False,False,True,False,False
ESTAZOLAM,CHEMBL285674,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,1990,Sedative-Hypnotic,Small molecule,False,True,False,False,False,True,False,False
SULFACYTINE,CHEMBL1201056,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,1975,Antibacterial,Small molecule,False,True,False,False,False,True,False,False
ROSOXACIN,CHEMBL291157,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,not found,Antibacterial,Small molecule,False,True,False,False,False,False,False,False
ALOSETRON,CHEMBL1110,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,2000,ALOSETRON HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
TETRADECYL SULFURIC ACID,CHEMBL1201345,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,1946,SODIUM TETRADECYL SULFATE,Small molecule,False,True,False,False,False,False,True,False
PROPOXYCAINE,CHEMBL1195,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,1982,PROPOXYCAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False
PROPARACAINE,CHEMBL1196,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,1953,PROPARACAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
TRIMIPRAMINE,CHEMBL644,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1979,TRIMIPRAMINE MALEATE,Small molecule,False,True,False,False,False,True,False,False
CHLOROTHIAZIDE,CHEMBL842,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,1958,CHLOROTHIAZIDE SODIUM,Small molecule,False,True,False,False,False,True,True,False
MECLOFENAMIC ACID,CHEMBL509,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,1980,MECLOFENAMATE SODIUM,Small molecule,False,True,False,False,False,True,False,False
DICLOFENAC,CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1988,DICLOFENAC POTASSIUM,Small molecule,False,True,False,False,False,True,True,True
MEBENDAZOLE,CHEMBL685,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,1974,Anthelmintic,Small molecule,False,True,False,False,False,True,False,False
SUMATRIPTAN,CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1992,SUMATRIPTAN SUCCINATE,Small molecule,False,True,False,False,False,True,True,True
DOTHIEPIN,CHEMBL1492500,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,9999,DOTHIEPIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
TERTATOLOL,CHEMBL434200,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,not found,,Small molecule,False,True,False,False,False,False,False,False
DIBENZEPIN,CHEMBL1442422,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,9999,DIBENZEPIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
PITOLISANT,CHEMBL462605,Clc1ccc(CCCOCCCN2CCCCC2)cc1,2019,PITOLISANT HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
ESMOLOL,CHEMBL768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,1986,ESMOLOL HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,True,False
FENCLOFENAC,CHEMBL15677,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,1978,Anti-Inflammatory,Small molecule,True,True,False,False,False,False,False,False
DISULFIRAM,CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,1951,Alcohol Deterrent,Small molecule,False,True,False,False,False,True,False,False
TRIFLURIDINE,CHEMBL1129,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,1980,Antiviral (ophthalmic),Small molecule,False,True,False,False,True,True,False,True
ESLICARBAZEPINE ACETATE,CHEMBL87992,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,2009,,Small molecule,False,True,False,False,False,True,False,False
METHDILAZINE,CHEMBL1200959,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,1982,METHDILAZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
EXEMESTANE,CHEMBL1200374,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1999,,Small molecule,False,True,False,False,True,True,False,False
ETHINYL ESTRADIOL,CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,2001,Estrogen,Small molecule,False,True,False,False,True,False,False,True
PALONOSETRON,CHEMBL1189679,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,2003,PALONOSETRON HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
HYDROCHLOROTHIAZIDE,CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1959,Diuretic,Small molecule,False,True,False,False,False,True,False,False
VABORBACTAM,CHEMBL3317857,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,2017,,Small molecule,False,True,False,False,False,False,True,False
NELARABINE,CHEMBL1201112,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,2005,Antineoplastic,Small molecule,False,True,False,False,True,False,True,False
DULOXETINE,CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,2004,DULOXETINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
AMLEXANOX,CHEMBL1096,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1996,Anti-Allergic,Small molecule,False,True,False,False,False,False,False,True
PIRIBEDIL,CHEMBL1371770,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,not found,,Small molecule,False,True,False,False,False,False,False,False
METHYLPROMAZINE,CHEMBL829,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1982,TRIMEPRAZINE TARTRATE,Small molecule,False,True,False,False,False,True,False,False
VORTIOXETINE,CHEMBL2104993,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,2013,VORTIOXETINE HYDROBROMIDE,Small molecule,False,True,False,False,False,True,False,False
ARTEMETHER,CHEMBL566534,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,2009,,Small molecule,False,True,False,False,True,True,False,False
MINAPRINE,CHEMBL278819,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,9999,MINAPRINE HYDROCHLORIDE,Small molecule,True,True,False,False,False,True,False,False
NORETHINDRONE,CHEMBL1162,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1962,Progestin,Small molecule,False,True,False,False,True,True,False,False
NORETHYNODREL,CHEMBL1387,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,1961,Progestin,Small molecule,False,True,False,False,True,True,False,False
CHLORDIAZEPOXIDE,CHEMBL451,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,1960,CHLORDIAZEPOXIDE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
IMIPENEM,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,1985,IMIPENEM,Small molecule,False,True,False,False,True,False,True,False
METOCLOPRAMIDE,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1979,METOCLOPRAMIDE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
HYDROCODONE,CHEMBL1457,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1943,HYDROCODONE BITARTRATE,Small molecule,True,True,False,False,True,True,False,False
CODEINE,CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1952,CODEINE PHOSPHATE,Small molecule,False,True,False,False,True,True,False,False
TAZOBACTAM,CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,1993,TAZOBACTAM SODIUM,Small molecule,False,True,False,False,True,False,True,False
TEMAZEPAM,CHEMBL967,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1981,Tranquilizer (minor),Small molecule,False,True,False,False,False,True,False,False
CLOBAZAM,CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2005,Tranquilizer (minor),Small molecule,False,True,False,False,False,True,False,False
APAZONE,CHEMBL1565476,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,not found,Anti-Inflammatory,Small molecule,False,True,False,False,False,False,False,False
TESTOLACTONE,CHEMBL1571,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,1969,Antineoplastic,Small molecule,False,True,False,False,False,True,True,False
ISOTRETINOIN,CHEMBL547,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,1982,Keratolytic,Small molecule,False,True,False,False,True,True,False,False
TRETINOIN,CHEMBL38,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,1971,Keratolytic,Small molecule,False,True,False,False,True,True,False,True
ALITRETINOIN,CHEMBL705,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,1999,,Small molecule,False,True,False,False,True,False,False,True
METHANDROSTENOLONE,CHEMBL1418176,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1961.0,Androgenic,Small molecule,True,True,False,False,True,True,False,False
ALLYLESTRENOL,CHEMBL2105618,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCCC4[C@H]3CC[C@@]21C,not found,,Small molecule,False,True,False,False,True,False,False,False
OXYMORPHONE,CHEMBL963,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1959,OXYMORPHONE HYDROCHLORIDE,Small molecule,False,True,False,False,True,True,True,True
DIHYDROCODEINE,CHEMBL1595,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1983,DIHYDROCODEINE BITARTRATE,Small molecule,False,True,False,False,True,True,False,False
DOBUTAMINE,CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,1978,DOBUTAMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False
ISOXSUPRINE,CHEMBL1197051,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,1959,ISOXSUPRINE HYDROCHLORIDE,Small molecule,True,True,False,False,False,True,False,False
TEGASEROD,CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,2002,TEGASEROD MALEATE,Small molecule,True,True,False,False,False,True,False,False
TRIHEXYPHENIDYL,CHEMBL1490,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1949,TRIHEXYPHENIDYL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
ETHACRYNIC ACID,CHEMBL456,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1967,ETHACRYNATE SODIUM,Small molecule,False,True,False,False,False,True,True,False
OLSALAZINE,CHEMBL425,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,1990,OLSALAZINE SODIUM,Small molecule,False,True,False,False,False,True,False,False
SAFINAMIDE,CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,2017,SAFINAMIDE MESYLATE,Small molecule,False,True,False,False,False,True,False,False
MASOPROCOL,CHEMBL313972,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,1992,,Small molecule,False,True,False,False,False,False,False,True
FORMESTANE,CHEMBL132530,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,not found,,Small molecule,False,True,False,False,True,True,False,False
EMEDASTINE,CHEMBL594,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,1997,EMEDASTINE DIFUMARATE,Small molecule,False,True,False,False,False,False,False,True
METHYLTESTOSTERONE,CHEMBL1395,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1973,Androgen,Small molecule,False,True,False,False,True,True,False,True
CLOFARABINE,CHEMBL1750,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,2004,,Small molecule,False,True,False,False,True,False,True,False
CHLORAMBUCIL,CHEMBL515,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,1957,Antineoplastic,Small molecule,False,True,False,False,False,True,False,False
FLUMAZENIL,CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1991,Antagonist (to benzodiazepine),Small molecule,False,True,False,False,False,False,True,False
PIPEMIDIC ACID,CHEMBL30116,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,not found,,Small molecule,False,True,False,False,False,False,False,False
EZOGABINE,CHEMBL41355,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,2011,,Small molecule,False,True,False,False,False,True,False,False
PHENOXYBENZAMINE,CHEMBL753,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,1953,PHENOXYBENZAMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
CHLORPHENOXAMINE,CHEMBL2110774,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,9999,CHLORPHENOXAMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
FENOTEROL,CHEMBL32800,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,not found,Bronchodilator,Small molecule,True,True,False,False,False,True,False,False
SCOPOLAMINE,CHEMBL569713,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,1979,SCOPOLAMINE HYDROBROMIDE,Small molecule,False,True,False,False,False,True,True,True
COCAINE,CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,2017,COCAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
VILDAGLIPTIN,CHEMBL142703,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,not found,,Small molecule,False,True,False,False,False,False,False,False
DICHLORPHENAMIDE,CHEMBL17,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,1958,Carbonic Anhydrase Inhibitor,Small molecule,False,True,False,False,False,True,False,False
MELPHALAN,CHEMBL852,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1964,MELPHALAN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
ESTETROL,CHEMBL1230314,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,2021,,Small molecule,False,True,False,False,True,True,False,False
METHYLATROPINE,CHEMBL1187724,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,9999,METHYLATROPINE NITRATE,Small molecule,False,True,False,False,False,False,False,False
MESTEROLONE,CHEMBL258918,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,not found,Androgen,Small molecule,False,True,False,False,True,False,False,False
CLIOQUINOL,CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,1982,"Anti-Amebic; Anti-Infective, Topical",Small molecule,True,True,False,False,False,False,False,True
SERTRALINE,CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1991,SERTRALINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
FENOLDOPAM,CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,1997,FENOLDOPAM MESYLATE,Small molecule,False,True,False,False,False,False,True,False
ENTACAPONE,CHEMBL953,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,1999,Antidyskinetic,Small molecule,False,True,False,False,False,True,False,False
ZALEPLON,CHEMBL1521,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1999,Sedative-Hypnotic,Small molecule,False,True,False,False,False,True,False,False
DAPOXETINE,CHEMBL2110900,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,not found,Antidepressant,Small molecule,False,True,False,False,False,True,False,False
CAPSAICIN,CHEMBL294199,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,2009,"Antineuralgic, Specific Pain Syndromes, Topical; Analgesic (topical)",Small molecule,False,True,False,False,False,False,False,True
MITOBRONITOL,CHEMBL447629,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,not found,,Small molecule,False,True,False,False,False,False,False,False
FLUCONAZOLE,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1990,Antifungal,Small molecule,False,True,False,False,False,True,True,False
RUXOLITINIB,CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,2011,RUXOLITINIB PHOSPHATE,Small molecule,False,True,False,False,False,True,False,False
OXANDROLONE,CHEMBL1200436,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1964,Androgen,Small molecule,False,True,False,False,True,True,False,False
TAFAMIDIS,CHEMBL2103837,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,2019,TAFAMIDIS MEGLUMINE,Small molecule,False,True,False,False,False,True,False,False
NITAZOXANIDE,CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,2002,,Small molecule,False,True,False,False,False,True,False,False
TOLNAFTATE,CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,1965.0,Antifungal,Small molecule,False,True,False,False,False,False,False,True
ZOLPIDEM,CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1992,ZOLPIDEM TARTRATE,Small molecule,False,True,False,False,False,True,False,True
ALCAFTADINE,CHEMBL1201747,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,2010,,Small molecule,False,True,False,False,False,False,False,True
BENZTROPINE,CHEMBL1201203,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,1954,BENZTROPINE MESYLATE,Small molecule,False,True,False,False,False,True,True,False
LEVOBETAXOLOL,CHEMBL1201274,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,2000,LEVOBETAXOLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
BETAXOLOL,CHEMBL423,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1985,BETAXOLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True
FINGOLIMOD,CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,2010,FINGOLIMOD LAURYL SULFATE,Small molecule,False,True,False,False,False,True,False,False
NIMESULIDE,CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,not found,,Small molecule,True,True,False,False,False,True,False,False
ALPRAZOLAM,CHEMBL661,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1981,Sedative-Hypnotic,Small molecule,False,True,False,False,False,True,False,False
WARFARIN,CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1954,WARFARIN POTASSIUM,Small molecule,False,True,False,False,False,True,True,False
PHENYLBUTAZONE,CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1980,Antirheumatic,Small molecule,True,True,False,False,False,True,False,False
GESTRINONE,CHEMBL1868702,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,not found,Progestin,Small molecule,False,True,False,False,True,False,False,False
INDECAINIDE,CHEMBL1201242,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,1989,INDECAINIDE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
BENOXINATE,CHEMBL1200,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,1982,BENOXINATE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
SULFISOXAZOLE ACETYL,CHEMBL1200910,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,1953,Antibacterial,Small molecule,False,True,False,False,False,True,False,False
GLYMIDINE,CHEMBL1697838,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,not found,Antidiabetic,Small molecule,False,True,False,False,False,False,False,False
KETOTIFEN,CHEMBL534,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,1999,KETOTIFEN FUMARATE,Small molecule,False,True,False,False,False,False,False,True
FLUOXETINE,CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1987,FLUOXETINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
METHIXENE,CHEMBL1201342,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,1982,METHIXENE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
BENZYDAMINE,CHEMBL12610,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,not found,Anti-Inflammatory; Antipyretic; Analgesic,Small molecule,False,True,False,False,False,False,False,True
METIPRANOLOL,CHEMBL1291,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,1989,METIPRANOLOL HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,True
NADOLOL,CHEMBL649,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,1979,Anti-Adrenergic (beta-receptor),Small molecule,False,True,False,False,False,True,False,False
DIPHENIDOL,CHEMBL936,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,1967,DIPHENIDOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
METHADONE,CHEMBL651,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1947,METHADONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
DICYCLOMINE,CHEMBL1123,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,1950,DICYCLOMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
SULFADOXINE,CHEMBL1539,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,1981,Antibacterial,Small molecule,False,True,False,False,False,True,False,False
SULFADIMETHOXINE,CHEMBL62193,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,not found,,Small molecule,True,True,False,False,True,False,False,False
DESLORATADINE,CHEMBL1172,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,2001,,Small molecule,False,True,False,False,False,True,False,False
BIFONAZOLE,CHEMBL277535,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,not found,Antifungal,Small molecule,False,True,False,False,False,False,False,True
AVOBENZONE,CHEMBL1200522,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,1992,Sunscreen,Small molecule,False,True,False,False,False,False,False,True
MESTRANOL,CHEMBL1201151,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,1961,Estrogen,Small molecule,False,True,False,False,True,True,False,False
DESOGESTREL,CHEMBL1533,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1992,Progestin,Small molecule,False,True,False,False,True,True,False,False
LODOXAMIDE,CHEMBL1201266,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,1993,LODOXAMIDE TROMETHAMINE,Small molecule,False,True,False,False,False,False,False,True
